IssuerID,State,Plan Type,ReportingUnitID,PlanID,OverallRatingValue,MedicalCareRatingValue,MemberExperienceRatingValue,PlanAdministrationRatingValue
10091,OR,PPO,10091-OR-PPO,10091OR0750002,4.0,4.0,4.0,5.0
10091,OR,PPO,10091-OR-PPO,10091OR0750004,4.0,4.0,4.0,5.0
10091,OR,PPO,10091-OR-PPO,10091OR0750005,4.0,4.0,4.0,5.0
10091,OR,PPO,10091-OR-PPO,10091OR0750012,4.0,4.0,4.0,5.0
10091,OR,PPO,10091-OR-PPO,10091OR0750013,4.0,4.0,4.0,5.0
10091,OR,PPO,10091-OR-PPO,10091OR0750014,4.0,4.0,4.0,5.0
10091,OR,PPO,10091-OR-PPO,10091OR0750020,4.0,4.0,4.0,5.0
10091,OR,PPO,10091-OR-PPO,10091OR0760001,4.0,4.0,4.0,5.0
10091,OR,PPO,10091-OR-PPO,10091OR0760005,4.0,4.0,4.0,5.0
11269,WY,PPO,11269-WY-PPO,11269WY0070004,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0070013,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0070014,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0070016,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0070025,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0070026,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0170016,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0170017,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0170018,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0170020,2.0,1.0,5.0,4.0
11269,WY,PPO,11269-WY-PPO,11269WY0170021,2.0,1.0,5.0,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390001,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390002,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390003,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390004,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390005,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390006,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390013,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390014,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390015,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390022,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390023,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390024,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390025,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390026,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390027,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390028,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390029,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390030,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390031,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390032,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390033,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390034,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390035,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0390036,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400001,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400002,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400003,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400004,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400009,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400010,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400017,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400018,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400021,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400022,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400023,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0400024,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410001,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410002,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410005,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410008,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410009,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410010,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410011,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410012,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410016,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410017,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410018,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410019,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410020,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410021,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410022,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410023,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410024,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410027,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410028,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410029,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410030,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410038,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410039,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410040,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410041,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410042,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410044,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410045,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410046,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410047,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410048,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410049,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410050,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410051,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410055,4.0,4.0,,4.0
11512,NC,EPO,11512-NC-EPO,11512NC0410056,4.0,4.0,,4.0
11512,NC,HMO,11512-NC-HMO,11512NC0430001,,,,
11512,NC,HMO,11512-NC-HMO,11512NC0430002,,,,
11512,NC,HMO,11512-NC-HMO,11512NC0430003,,,,
11512,NC,POS,11512-NC-POS,11512NC0100009,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100011,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100012,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100034,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100044,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100054,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100064,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100065,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100070,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100071,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100072,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100073,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100074,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100075,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100076,3.0,3.0,,4.0
11512,NC,POS,11512-NC-POS,11512NC0100077,3.0,3.0,,4.0
11512,NC,PPO,11512-NC-PPO,11512NC0060002,3.0,3.0,,3.0
11512,NC,PPO,11512-NC-PPO,11512NC0060004,3.0,3.0,,3.0
11512,NC,PPO,11512-NC-PPO,11512NC0060018,3.0,3.0,,3.0
11512,NC,PPO,11512-NC-PPO,11512NC0060028,3.0,3.0,,3.0
11512,NC,PPO,11512-NC-PPO,11512NC0060031,3.0,3.0,,3.0
11512,NC,PPO,11512-NC-PPO,11512NC0060050,3.0,3.0,,3.0
11512,NC,PPO,11512-NC-PPO,11512NC0060051,3.0,3.0,,3.0
11512,NC,PPO,11512-NC-PPO,11512NC0060052,3.0,3.0,,3.0
11574,IL,HMO,11574-IL-HMO,11574IL0010011,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0010045,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0010050,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0010052,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0010053,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0020021,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0020024,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0020025,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0020030,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0020050,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0020052,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0020053,,,,4.0
11574,IL,HMO,11574-IL-HMO,11574IL0020060,,,,4.0
11718,TX,HMO,11718-TX-HMO,11718TX0140016,,,,
11718,TX,HMO,11718-TX-HMO,11718TX0140018,,,,
11718,TX,HMO,11718-TX-HMO,11718TX0140019,,,,
11718,TX,HMO,11718-TX-HMO,11718TX0140020,,,,
11718,TX,HMO,11718-TX-HMO,11718TX0140021,,,,
11718,TX,HMO,11718-TX-HMO,11718TX0140022,,,,
13219,NH,HMO,13219-NH-HMO,13219NH0010001,,,,
13219,NH,HMO,13219-NH-HMO,13219NH0010002,,,,
13219,NH,HMO,13219-NH-HMO,13219NH0010003,,,,
13219,NH,HMO,13219-NH-HMO,13219NH0010004,,,,
13219,NH,HMO,13219-NH-HMO,13219NH0010005,,,,
13219,NH,HMO,13219-NH-HMO,13219NH0010006,,,,
13219,NH,HMO,13219-NH-HMO,13219NH0010007,,,,
13262,AR,POS,13262-AR-POS,13262AR0230002,2.0,2.0,,2.0
13262,AR,POS,13262-AR-POS,13262AR0230004,2.0,2.0,,2.0
13262,AR,POS,13262-AR-POS,13262AR0230005,2.0,2.0,,2.0
13262,AR,POS,13262-AR-POS,13262AR0230006,2.0,2.0,,2.0
13262,AR,POS,13262-AR-POS,13262AR0230007,2.0,2.0,,2.0
13262,AR,POS,13262-AR-POS,13262AR0230008,2.0,2.0,,2.0
13591,NC,HMO,13591-NC-HMO,13591NC0010002,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010005,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010006,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010009,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010010,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010011,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010012,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010013,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010014,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0010015,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020002,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020005,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020006,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020009,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020010,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020011,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020012,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020013,,,,
13591,NC,HMO,13591-NC-HMO,13591NC0020014,,,,
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070005,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070008,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070011,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070013,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070024,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070025,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070030,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070050,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070052,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070053,4.0,3.0,5.0,4.0
13877,AZ,HMO,13877-AZ-HMO,13877AZ0070060,4.0,3.0,5.0,4.0
14002,TN,EPO,14002-TN-EPO,14002TN0400001,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400005,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400091,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400097,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400188,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400194,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400200,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400201,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400202,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400203,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400204,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400205,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400222,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400223,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400224,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400225,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400226,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400227,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400228,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400229,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400234,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400235,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400239,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400240,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400241,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400242,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400243,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400244,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400245,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400246,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400247,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400248,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400253,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400254,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400255,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400256,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400257,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400258,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400259,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400260,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400261,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400262,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400263,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400264,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400269,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400270,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400271,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400277,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400285,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400287,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400288,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400292,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400293,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400294,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400295,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400297,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400300,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400301,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400302,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400303,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400304,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400305,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400306,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400307,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400308,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400309,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400310,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400311,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400312,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400313,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400314,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400315,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400316,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400328,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400329,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400330,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400331,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400332,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400333,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400334,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400335,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400336,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400337,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400338,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400339,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400340,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400341,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400342,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400353,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400354,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400355,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400356,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400357,4.0,3.0,5.0,3.0
14002,TN,EPO,14002-TN-EPO,14002TN0400358,4.0,3.0,5.0,3.0
14624,MS,POS,14624-MS-POS,14624MS0010001,3.0,2.0,5.0,3.0
14624,MS,POS,14624-MS-POS,14624MS0010002,3.0,2.0,5.0,3.0
14624,MS,POS,14624-MS-POS,14624MS0010004,3.0,2.0,5.0,3.0
14624,MS,POS,14624-MS-POS,14624MS0010006,3.0,2.0,5.0,3.0
14624,MS,POS,14624-MS-POS,14624MS0010007,3.0,2.0,5.0,3.0
14624,MS,POS,14624-MS-POS,14624MS0010008,3.0,2.0,5.0,3.0
14624,MS,POS,14624-MS-POS,14624MS0010009,3.0,2.0,5.0,3.0
14630,WI,EPO,14630-WI-EPO,14630WI0010003,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010004,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010005,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010007,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010008,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010010,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010013,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010014,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010015,4.0,3.0,5.0,4.0
14630,WI,EPO,14630-WI-EPO,14630WI0010016,4.0,3.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI0350001,4.0,4.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI0350002,4.0,4.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI0350003,4.0,4.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI0350004,4.0,4.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI0350005,4.0,4.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI0350006,4.0,4.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI1120001,4.0,4.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI1130001,4.0,4.0,5.0,4.0
15560,MI,PPO,15560-MI-PPO,15560MI1130002,4.0,4.0,5.0,4.0
16842,FL,EPO,16842-FL-EPO,16842FL0120001,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120033,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120062,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120068,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120070,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120072,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120076,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120078,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120086,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120091,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120093,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120094,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120095,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0120096,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0310001,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0310004,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0310014,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0320004,4.0,3.0,5.0,3.0
16842,FL,EPO,16842-FL-EPO,16842FL0320014,4.0,3.0,5.0,3.0
16842,FL,PPO,16842-FL-PPO,16842FL0260003,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260004,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260005,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260006,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260007,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260008,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260009,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260010,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260012,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260017,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260018,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260019,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260020,,,,
16842,FL,PPO,16842-FL-PPO,16842FL0260021,,,,
17414,NC,HMO,17414-NC-HMO,17414NC0010004,,1.0,,
17414,NC,HMO,17414-NC-HMO,17414NC0010007,,1.0,,
17414,NC,HMO,17414-NC-HMO,17414NC0010008,,1.0,,
17414,NC,HMO,17414-NC-HMO,17414NC0010009,,1.0,,
17414,NC,HMO,17414-NC-HMO,17414NC0010011,,1.0,,
17414,NC,HMO,17414-NC-HMO,17414NC0010012,,1.0,,
17414,NC,HMO,17414-NC-HMO,17414NC0010013,,1.0,,
